지역,원본행,세부사업명,주요내용,주요내용_정제
제주,7764.0,한방 난임치료 지원사업,"한의원 내원 진료 및 침구치료(주2회), 첩약(1일 2회 복용, 15일분×5회)",프로그램 운영(25개 과목 31개반 837명)
제주,7768.0,수눌음 육아나눔터 조성･운영(신규),"대상지역 선정, 설치 및 프로그램 지원","운영비, 난방비, 냉방비, 케이블TV시청료, 간식비(417개소 경로당)"
제주,7769.0,사회적 돌봄 공동체 발굴･육성(신규),"공동육아, 품앗이 육아, 영유아 발달 프로그램 등 다양한 사회적 돌봄 공동체 활성화","경로당 활성화, 취미교실, 경로당프로그램 보급 확대 • 1경로당 1강사 양성사업 • 보치아대회 지원"
제주,7770.0,가족친화지원센터지정･운영 (신규),제주기업 맞춤형 컨설팅 및 직장 교육 지원 • 제주형 수눌음 육아나눔터 확산을 위한 컨설팅 및 운영 지원,노인대학 및 대학원 운영(12개소) • 노인교실지원(15개소)
제주,7772.0,신혼부부(자녀출산)가정 주택전세자금 대출이자 지원,주택전세자금(대출잔액)의 대출이율 1.5%(최대 1백만원) 지원,"장수수당, 이･미용료 및 목욕료, 무주택 독거노인 주거비"
제주,7775.0,농어가 도우미 사업,출산 또는 출산예정 전업여성 농어업인 농어가 도우미 임금의 일부를 행정에서 지원,대상 : 건강보험료 부과액 1만원 세대 • 지원범위 : 1세대당 건강보험료 및 장기 요양보험료 전액
제주,7777.0,미혼남녀 행복커플 이어주기,미혼남녀 행복커플 이어주기 행사 개최,저상버스 도입 운영 : 7대
제주,7778.0,혁신도시이전기관직원 출산축하금 지원,제주혁신도시에 거주하고 있는 직원 및 배우자가 출산한 경우 출산축하금 지급,3세대 하모니 지원봉사자 채용 - 방과후 업무보조
제주,7780.0,결혼･출산기념 나무심기 사업,출산 또는 결혼기념일을 상징할 수 있는 추억의 나무심기,생애주기별 인구교육 실시 70회 • 출산장려 캠페인 전기 : 2회
제주,7781.0,중소기업연계형 청년희망프로젝트 사업,미취업청년 신규채용 기업에 2년간 1인당 월60~65만원 지원,작은결혼식 사업
제주,7782.0,기업체인턴,79개 업체 106명 채용,맞춤형 찾아가는 아버지교실 운영
제주,7783.0,글로벌 인재양성을 위한 해외 인턴십,"호주, 중동, 미국 등에서 58명 연수(대학생 47, 특성화고 11), 29명 취업",공무원 성별영향분석평가 교육
제주,7784.0,청년맞춤형 인력양성사업,"4개 대학 16개 과정 운영으로 216명 수료, 128명 취업(취업률 59.2%)",출산장려 시민인식개선 공모 사업 : 3개 단체
제주,7785.0,만3-5세 연령별 누리과정 확대,"유치원 교육과정비 및 방과후과정비 5,615 명 • 어린이집 보육료 및 방과후과정비 12,900명",결혼･출산친화적 환경조성을 위한 시민인식개선 사업 추진
제주,7789.0,사립유치원평가내실화,2016년 유치원 평가,여성교장･교감비율확대 - 초･중등 합계 38% 확보
제주,7790.0,유치원방과후과정 확대,"방과후 과정 담당인력 배치 - 시간제근무 기간제 교원 137명 - 주 15시간 미만 강사 2명 - 3세대 하모니 자원봉사자 86명 • 방과후과정 운영을 위한 환경개선 사업비 - 제주시 16개원, 서귀포 8 • 방과후과정 담당인력 연수","다문화가정 학생학습 지원 48,000천원 • 다문화 예비학교 운영 18,700천원 • 제주 글로벌 다문화축제 및 이중언어 말하기 대회 20,500천원 • 다문화가정 청소년캠프 및 학부모교육 2,150천원 • 다문화이해 교육 30,900천원"
제주,7793.0,안전한 어린이 교통환경 조성,"배움터지킴이 봉사자 211명 지원 1,603,600천원 • 초등안심알리미서비스 지원 : 도내 초등학교 및 특수학교 115교, 865,072천원 • 안전교육활동 지원(5개 단체) : 25,000천원",전국 FFK전진 대회 : 2개교(특성화고) • 전국 상업진 대회 : 3개교(특성화고) • 전국기능경기 대회 : 5개교(특성화고) • 학생현장 실습 및 취업지원 : 10개교(특성화고) • 특성화고 글로벌 현장학습 : 10개교(특성화고) • 미래Dream 체험 학습 : 10개교(특성화고) • 특성화고 직업교육언론 홍보
제주,7794.0,학교폭력 예방 및 피해자 보호지원,"공립대안 교육기관 운영 : 203,527천원 • 대안교실 위탁교육기관 지정 운영 : 236,000천원 • 학교밖 폭력예방단체 지원 사업 : 40,000천원 • 학교폭력 예방･근절을 위한 연찬회 : 13,400천원 • 학교폭력 예방자료 개발보급 : 16,400천원 • 평화교실 운영 담임 워크숍 : 15,310천원 • 평화교실 운영 학급지원 : 346,000천원",지역평생학습관 운영 : 6개기관 • 평생교육시설 운영 지원 : 6개 시설 • 초등학력인정 문자해득교육프로그램 지정 운영
제주,7797.0,"학교급식비 지원 (무상급식비,저소득청자녀, 특수교육대상자,다자녀가 정급식비지원)","유･초･중학교 전학생 급식비지원 • 고등학교 저소득층자녀, 다자녀가정 학생, 특수교육대상자 급식비 지원",유치원신설(1개원) : 도평초병설유치원
제주,7798.0,출산축하금 지급,"셋째자녀 이상 출산 시 자녀당 1회에 한하여 출산축하 복지점수 3,000점(3백만원) 배정",노인복지 및 고령사회기본계획마련 • 고령친화도시조성 실행계획수립 • 제주지역 고령친화도시 조성을 위한 정책 과제 연구 조사
제주,7802.0,사이버학습 활성화,"사이버학습 학급 운영 - 사이버 가정학습 학급 운영 : 1,243학급 - 기초학습 부진학생 대상 ʻ드림업클래스ʼ : 43학급 • 사이버학습 홍보 - 찾아가는 사이버학습 홍보 및 의견수렴 16교 - 우수학생 시상 : 초･중학생 1,000명","서귀포시 노인복지관 신축(1개소) • 경로당 신축, 개보수, 경로당 장비 보강 지원(417개소)"
제주,7805.0,노인고용촉진장려금 지원,65세 이상 노인을 고용하고 있는 사업체에 대하여 노인고용촉진 장려금을 지원,대상시설 : 국가나 지자체 신축공공건물 및 공중이용시설 • 인증유효기간 : 5년
제주,7806.0,노인복지관 운영,프로그램 운영(25개 과목 31개반 837명),제주유니버셜디자인 가이드라인 수립 등
충남,4620.0,가정양육수당 지원,"어린이집, 유치원 등 이용하지 않는 가정 양육 아동에 대해 양육수당 지원 (월10~20만원)",성장기 학생들의 우유급식으로 식생활 개선 및 체력증진
충남,4669.0,난임부부 한방치료사업,만 38세 이하 난임 여성에게 한약 등 의료서비스 제공,어린이들에게 안전사고에 대한 예방 교육 및 대응능력 향상
충남,4670.0,보육특수시책 지원사업,"영유아급간식비, 교사처우개선비, 평가인증 어린이집 차액 보육료 등 지역형 맞춤형 보육서비스 제공","취약보육(휴일보육, 24시간보육)서비스 제공"
충남,4671.0,결혼이민여성 일자리 지원 강화,결혼 이민여성 한국어교사 3급 양성과정 운영,영유아 및 부모대상 오감자극 특수자료(교구) 프로그램 운영
충남,4672.0,신생아 무료 작명서비스(비예산),작명 재능기부자 연계 작명서비스 지원,관내 저소득계층 중앙동 행복키움 지원 단원과 함께 매월 25일 필요 물품 전달
충남,4673.0,다둥이어머니 스케일링사업,다자녀(3자녀) 이상 어머니의 치아우식 증과 치주병 예방사업 추진,맞벌이 및 저소득층 자녀의 방과후 초등학생을 위한 돌봄교실 운영
충남,4676.0,다문화 가족의 안정적 정착을 위한 맞춤형 서비스 확대,"다문화가족 취업연계사업 및 자녀 부진 교과목 1:1 학습지원, 다문화가족 심리 치료대상 상담 등 전문기관 연계",일가정양립 분위기조성을 위한 찾아가는 힐링콘서트
충남,4679.0,어린이 체험관,어린이들에게 안전사고에 대한 예방 교육 및 대응능력 향상,출산지원금 지원 610명 지원
충남,4680.0,야간어린이집운영 (취약보육어린이집지원),"취약보육(휴일보육, 24시간보육)서비스 제공",본인부담금 지원 250명
충남,4681.0,영유아 오감자극 특수자료(교구)서비스 운영,영유아 및 부모대상 오감자극 특수자료 (교구) 프로그램 운영,출생축하 꽃바구니 및 메시지 전달 7명
충남,4682.0,산타가사는마을 ʻʻ매월 크리스마스~ˮ(비예산),관내 저소득계층 중앙동 행복키움 지원 단원과 함께 매월 25일 필요 물품 전달,신생아 가구 축하선물 664명 지급
충남,4683.0,맞벌이 가정의 초등학생 돌봄교실 운영,맞벌이 및 저소득층 자녀의 방과후 초등학생을 위한 돌봄교실 운영,평생학습 프로그램 28개 운영
충남,4684.0,공교육안정을통한확대학부 모사교육비경감,방과후 학교 운영사업 및 영어 사교육비 경감 시책 추진,이통장자녀 학업 우수자 19명 장학금지원
충남,4688.0,직장맘지원센터 운영,"직장맘 고충상담 및 일가정 균형사업, 임신출산육아 교육 문화사업 추진",학습프로그램 운영비 38개소 지원
충남,4689.0,일가정양립 기업문화조성을 위한 찾아가는 작은음악회 (비예산),일가정양립 분위기조성을 위한 찾아가는 힐링콘서트,어린이집 위탁보육비 37명 지원
충남,4690.0,공감백배 가족소통 프로그램 운영,다양한 가족소통 프로그램운영으로 건강한 가족 분위기 조성,"복지포인트 1,292명 지급"
충남,4691.0,일･가정 균형과 건강가족을 위한 소통하는 아빠교실 운영,일가정균형을 위한 남성의 가사 및 육아 참여 활성화 프로그램 운영,아기출생등록증 498명 발급
충남,4692.0,출산지원금 지원,출산지원금 지원 610명 지원,1인 업무대행: 월 20만원 / 업무대행 지정인원
충남,4693.0,산모 신생아 건강관리 지원,본인부담금 지원 250명,"근무년수, 가족사항 등에 따라 1,200 포인트 지급"
충남,4694.0,출산축하 이벤트,출생축하 꽃바구니 및 메시지 전달 7명,"임산부 건강교실 및 기형아 검진비, 풍진 검사비, 영양제지원"
충남,4695.0,출산 축하선물 지급,신생아 가구 축하선물 664명 지급,"영유아에게 우수농산물 지원 : 2,600명"
충남,4696.0,계츨별 맞춤형 평생교육 활성화,평생학습 프로그램 28개 운영,"둘째아 50만원, 셋째아 100만원, 넷째아 200만원 출산장려금 지원"
충남,4697.0,이통장 자녀 장학금 지원,이통장자녀 학업 우수자 19명 장학금지원,"제94회 어린이 날 행사비 지원(참여아동 10,000명)"
충남,4698.0,학교교육 경비지원사업,학습프로그램 운영비 38개소 지원,"보육교사에 대한 처우개선비 지급(40,200명)"
충남,4699.0,직원 취학전 영유아 자녀 위탁 보육,어린이집 위탁보육비 37명 지원,부부의 날 행사비 지원
충남,4700.0,공무원 맞춤형 복지제도 운영,"복지포인트 1,292명 지급",장난감 대여 및 어린이 놀이터 제공
충남,4701.0,아기 출생등록증 발급,아기출생등록증 498명 발급,"고등학생, 대학생 장학금 지급"
충남,4702.0,육아휴직자 업무대행 수당 지급,1인 업무대행: 월 20만원 / 업무대행 지정인원,"공무원 맞춤형 복지포인트 배정(1,880명) - 단체보험 가입(1,880명) - 건강검진 실시(1,000명)"
충남,4703.0,공무원 선택적복지포인트 지원,"근무년수, 가족사항 등에 따라 1,200 포인트 지급","농산촌･시내권 방과후 학교 운영진원, 장영실영재교육원 운영 지원, 중등특성화 교육프로그램 공모사업, 초등특기적성 교육 지원, 교육프로그램현안사업"
충남,4705.0,어린이집 우수농산물 지원,"영유아에게 우수농산물 지원 : 2,600명","청소년활동사업, 특성화사업, 교육문화사업 등 운영"
충남,4706.0,출산장려금 지원,"둘째아 50만원, 셋째아 100만원, 넷째아 200만원 출산장려금 지원",효율적인 어린이공원 유지관리(놀이터포함 56개소)
충남,4707.0,어린이날 큰잔치,"제94회 어린이 날 행사비 지원(참여아동 10,000명)",영유아 등록관리
충남,4708.0,보육교사 처우개선비 지원,"보육교사에 대한 처우개선비 지급(40,200명)",특수분유 및 저단백식이 환아 관리
충남,4715.0,공무원 선택적 복지제도 운영,"공무원 맞춤형 복지포인트 배정(1,880명) - 단체보험 가입(1,880명) - 건강검진 실시(1,000명)","중증장애여성 출산시 지원금1,000천원 지원"
충남,4716.0,방과후학교 운영지원,"농산촌･시내권 방과후 학교 운영진원, 장영실영재교육원 운영 지원, 중등특성화 교육프로그램 공모사업, 초등특기적성 교육 지원, 교육프로그램현안사업","치아사랑 뮤지컬 공연: 2회/1,000명 • 도전 치아짱! 가족 구강 퀴즈대회: 2개소 /140명"
충남,4719.0,행복한 어린이공원 가꾸기 사업,효율적인 어린이공원 유지관리(놀이터포함 56개소),난임부부 한방시술비 지원
충남,4725.0,여성장애인 출산지원금 지급,"중증장애여성 출산시 지원금1,000천원 지원",대중교통 이용하는 임산부 배려 지정석 운영
충남,4726.0,"건강한유치원, 어린이집생활터 사업","치아사랑 뮤지컬 공연: 2회/1,000명 • 도전 치아짱! 가족 구강 퀴즈대회: 2개소 /140명",건강한 모유수유아 발굴시상으로 모유수유의 중요성 홍보 및 실천유도
충남,4747.0,공무원 맞추명 다가족포인트 복지제도운영,출산장려를 공직자가 먼저솔선실천으로 출산환경 조성,"계룡시 1년 거주이상 가정에 50,100,150만원 장려금 지원"
충남,4754.0,어린이 장남감 및 통학차량 소독지원,어린이의 건강을 위협하는 바이러스 억제로 건강한 성장도모,대상: 47개소어린이집 내용: 간호사가 어린이집을 방문 영유아의 건강관리와 영유아 및 보육교직원 교육 등 시행
충남,4756.0,보육교직원 연찬회 및 세미나,보육교직원 역량강화 교육,출산휴가에 따른 업무대행 수당 20만원 범위내 지원
충남,4757.0,맘스토리 어플리케이션,스마트폰 앱을 통한 임신출산양육 정보 제공,다문화 초·중·고등학생 자녀 보조 학습비 지원 - [학습비] 1인당 年 600천원이내 - [교재비] 1인당 年 5만원 이내
충남,4758.0,출산축하용품 지원,등록된 임산부에게 출산축하용품 지원,어린이집 재원아동 우수농산물(쌀) 지원(1인/115원/240일)
충남,4759.0,난임 다자녀출산 축하바구니 전달,"난임 성공, 셋째아 출산 가정에 기저귀, 물티슈 전달","출산지원금 2,000명 지원"
충남,4760.0,출산장려금 지원,"계룡시 1년 거주이상 가정에 50,100,150만원 장려금 지원","육아용품 구입비 1,500명 지원"
충남,4761.0,임신출산 준비교실,건강하고 안전한출산을 위한 임신 출산에 대한정보를 제공하는 프로그램,보육교사 처우개선비 550명 지원
충남,4762.0,임산부건강검진 지원,"임신초기 검사, 초음파 쿠폰발행","영유아 해나루쌀 4,200명 지원"
충남,4763.0,임산부 배려주차장 확대,임산부를 위한 주차장을 확대해 배려환경 조성,"엽산제 1,800명, 철분제 1,800명, 임신산전검사(5종) 1,000명 지원"
충남,4764.0,가정어린이집 방문간호사업,대상: 47개소어린이집 내용: 간호사가 어린이집을 방문 영유아의 건강관리와 영유아 및 보육교직원 교육 등 시행,"첫째아 30만원, 둘째아 80만원, 셋째아 이상 150만원 지원"
충남,4765.0,인구증가 종합 프로젝트 추진,인구유입정책을 통해 인구수 증가정책,"관내 기업체 10개소 연계 교육, 캠페인, 홍보"
충남,4766.0,출산및 육아휴직 업무대행 수당지급,출산휴가에 따른 업무대행 수당 20만원 범위내 지원,공공기관 및 대중 이용시설 주차장에 임산부 전용주차 공간 확보
충남,4767.0,다문화가정자녀 보조학습비 지원,다문화 초.중.고등학생 자녀 보조 학습비 지원 - [학습비] 1인당 年 600천원이내 - [교재비] 1인당 年 5만원 이내,임산부 대상 차량에 주차스티커 발급
충남,4768.0,어린이집 우수농산물 지원,어린이집 재원아동 우수농산물(쌀) 지원(1인/115원/240일),5주 프로그램 연 2회 운영 임신 5개월 이상 산모 대상
충남,4769.0,신생아 출산지원금 지원,"출산지원금 2,000명 지원",18개월 이하 유아와 부모 대상 교육
충남,4770.0,당진사랑 육아용품 지원,"육아용품 구입비 1,500명 지원",미혼남녀 맞선프로그램 행사
충남,4771.0,민간보육시설 보육교사 처우개선비,보육교사 처우개선비 550명 지원,"등록임산부에 대한 건강체조실시, 육아 교실 운영"
충남,4772.0,보육시설 영유아 해나루쌀 지원,"영유아 해나루쌀 4,200명 지원",임산부 산전산후 체계적 관리를 위한 사업
충남,4776.0,임산부 및 신생아 건강관리 지원,"엽산제 1,800명, 철분제 1,800명, 임신산전검사(5종) 1,000명 지원","첫째아: 50만원, 둘째아: 100만원, 셋째아: 150만원, 넷째아: 200만원, 다섯째아 이상: 300만원"
충남,4777.0,출산장려금 지원,"첫째아 30만원, 둘째아 80만원, 셋째아 이상 150만원 지원",부여군 소속 공무원 등 987명 복지포인트 지원
충남,4778.0,성교육 및 인구교육,"관내 기업체 10개소 연계 교육, 캠페인, 홍보",임산부(분만후 6개월 미만의 여성)에게 임산부 자동차표지 발급으로 공용주차장 이용편의제공
충남,4781.0,임산부 출산준비교실 운영,5주 프로그램 연 2회 운영 임신 5개월 이상 산모 대상,"청소년 대상의 문화 축제(기념식, 공연)"
충남,4782.0,책놀이와 함께 하는 육아교실,18개월 이하 유아와 부모 대상 교육,청소년 문화 유적지 탐방
충남,4786.0,출산장려금 지원사업,"첫째아: 50만원, 둘째아: 100만원, 셋째아: 150만원, 넷째아: 200만원, 다섯째아 이상: 300만원","구강보건실태조사, 구강보건교육, 불소 이온도포, 치면세균막관리(1,000명)"
충남,4787.0,공무원 맞춤형 복지제도 운영,부여군 소속 공무원 등 987명 복지포인트 지원,"건치아동표창, 구강보건유공자표창, 치아사랑연극공연, 구강위생용품 및 구강교육 패널 전시(500명)"
충남,4788.0,임산부 자동차표지 발급,임산부(분만후 6개월 미만의 여성)에게 임산부 자동차표지 발급으로 공용주차장 이용편의제공,"구강보건실태조사, 구강보건교육, 불소 양치, 불소겔도포, 치면세균막 관리, 치아홈메우기, 충치치료, 단순발치, 스켈링, 구강위생용품 배부 등(2000명)"
충남,4794.0,출산 축하용품 지급,신생아 육아용품 지원,생후 3개월에서 36개월 영유아들에게 그림책 꾸러미 무상제공
충남,4796.0,미취학 구강관리,"구강보건실태조사, 구강보건교육, 불소 이온도포, 치면세균막관리(1,000명)",위기청소년 상담 교육 및 학교 밖 청소년 지원
충남,4797.0,구강보건의 날 행사,"건치아동표창, 구강보건유공자표창, 치아사랑연극공연, 구강위생용품 및 구강교육 패널 전시(500명)","가족프로그램, 문화체험 및 예술활동 제공"
충남,4801.0,어린이 충치예방사업,"구강보건실태조사, 구강보건교육, 불소 양치, 불소겔도포, 치면세균막 관리, 치아홈메우기, 충치치료, 단순발치, 스켈링, 구강위생용품 배부 등(2000명)",1~2째아 : 300천원/3째아 이상 800천원 /돌 축하금 200천원
충남,4802.0,청소년 영어캠프 운영,우수인재양성,3째아: 월50천원/ 4째아 월100천원/ 다섯째 월150천원/ 여섯째 이상 월 200천원
충남,4807.0,서천군 북스타트,생후 3개월에서 36개월 영유아들에게 그림책 꾸러미 무상제공,보육과정 전반에 대한 학부모 교육
충남,4811.0,출산지원금 지급,1~2째아 : 300천원/3째아 이상 800천원 /돌 축하금 200천원,"결혼, 출산에 관한 가치관 정립을 위한 출산장려 인구교육"
충남,4812.0,양육지원금 지급,3째아: 월50천원/ 4째아 월100천원/ 다섯째 월150천원/ 여섯째 이상 월 200천원,출산장려를 위한 출산 축하금 지원
충남,4818.0,다문화 자녀 및 결혼이민자 멘토링 사업,"다문화가정의 초중학생자녀의 학습지도 지원, 결혼이민자에게 멘토 활동을 통해 실생활에 맞는 서비스 및 정보 제공","가정위탁 아동에게 월120,000원 지원"
충남,4819.0,찾아가는 아빠교실 운영,남성의 육아참여 활성화를 위한 프로그램 운영,"임산부 산전검사 4종(모성, 풍진, 질초음파, 기형아검사비 지원)"
충남,4824.0,맞춤형 출산장려 인구교육,"결혼, 출산에 관한 가치관 정립을 위한 출산장려 인구교육",임신 20주에서 36주 등록 임산부 임산부 건강교실 운영으로 자연분만유도 및 건강관리체계 구축
충남,4826.0,임신축하금 지원,다자녀 출산 장려를 위한 임신 축하금 지원(셋째아 이상 임신시),관내 생후 6주~8개월된 영아에 무료 경구 투여로 출산가정의 경제적 부담경감
충남,4828.0,여성과 어린이 건강증진,영양플러스 자부담금 지원,20-30대 주부 15개 항목 무료건강검진
충남,4831.0,가정위탁 활성화 및 지원확대,"가정위탁 아동에게 월120,000원 지원","성장발달 촉진, 구연동화 등 오감강화 프로그램"
충남,4832.0,임신부 산전검사비 지원,"임산부 산전검사 4종(모성, 풍진, 질초음파, 기형아검사비 지원)",생후 6~59개월 영유아 무료 독감 예방 접종
충남,4834.0,행복맘 건강교실 운영,임신 20주에서 36주 등록 임산부 임산부 건강교실 운영으로 자연분만유도 및 건강관리체계 구축,정부지원으로 비임신시 군비 2회 추가 지원
충남,4836.0,로타바이러스 무료예방접종,관내 생후 6주~8개월된 영아에 무료 경구 투여로 출산가정의 경제적 부담경감,전 출산 가정 소득수준 관계없이 지원
충남,4837.0,모성건강관리 사업,"임산부 건강교실 운영 • 영양제, 임산부 산전검사 지원",3째아 이상 고등학교 수업료 및 대학생 입학 축하금 지원
충남,4838.0,20-30대 주부 국가건강검진,20-30대 주부 15개 항목 무료건강검진,영유아 및 보육교직원 보험료 단체가입 지원으로 안심보육 환경 제공
충남,4842.0,영유아 및 다둥이 무료 독감 예방접종,생후 6~59개월 영유아 무료 독감 예방 접종,다문화 모범가정 및 출산장려유공자 표창 격려
충남,4843.0,아동 청소년 구강보건사업,아동청소년 구강 보건교육 및 예방사업,"만 3세이하의 셋째이후 영유아의 부모가 태안군에 6개월이상 주소를 두고 거주 하는 경우, 매월 10만원의 양육비를 만 3세까지 지원"
충남,4847.0,난임부부시술비 추가지원,정부지원으로 비임신시 군비 2회 추가 지원,"부모가 모두 6개월이상 태안군에 주민등록을 두고 거주하고있으며 출생등록한 가정에 첫째 50만원, 둘째 100만원, 셋째아 이상 200만원 지원"
충남,4849.0,산모신생아도우미확대지원,전 출산 가정 소득수준 관계없이 지원,관내 어린이집 담임교사에 1인당 월 16만원 씩 지원
충남,4850.0,다자녀가구교육비지원,3째아 이상 고등하교 수업료 및 대학생 입학 축하금 지원,평가인증 유지 어린이집에 난방비 지원 (현원별 차등지원)
충남,4853.0,저소득층 주민 자녀 장학금 지원,국민 기초생활보장 수급 자녀에게 장학금 지원,관내 2개교를 지원하여 고등학생 학력 신장 및 명문대 진학률을 향상시켜 관내 명문고 육성
충남,4856.0,셋째 이후 영유아 양육비 지원,"만 3세이하의 셋째이후 영유아의 부모가 태안군에 6개월이상 주소를 두고 거주 하는 경우, 매월 10만원의 양육비를 만 3세까지 지원",저소득층 및 맞벌이가정 학생에 돌봄 서비스 제공으로 양육부담 및 사교육비 경감
충남,4857.0,신생아 출산장려금 지원,"부모가 모두 6개월이상 태안군에 주민등록을 두고 거주하고있으며 출생등록한 가정에 첫째 50만원, 둘째 100만원, 셋째아 이상 200만원 지원",초중고교청소년대상으로 과학프로그램을 제공하는 생활과학교실 운영비 지원
충남,4859.0,보육교사 처우개선비,관내 어린이집 담임교사에 1인당 월 16만원 씩 지원,어린이 동요대회 운영
충남,4863.0,명문고 육성사업,관내 2개교를 지원하여 고등학생 학력 신장 및 명문대 진학률을 향상시켜 관내 명문고 육성,"의료 취약계층인 저소득층 아동, 다문화 가족 등을 대상으로 구강건강 서비스 제공"
충남,4869.0,초등돌봄교실 운영,저소득층 및 맞벌이가정 학생에 돌봄 서비스 제공으로 양육부담 및 사교육비 경감,만3~5세 유치원과정 취원 특수교육 대상 교육비 50명 지원
충남,4870.0,생활과학교실 운영,초중고교청소년대상으로 과학프로그램을 제공하는 생활과학교실 운영비 지원,"유치원 및 어린이집 만3~5세아이 대한 교육비 57,848명 지원"
충남,4872.0,태안 어린이 동요대회,어린이 동요대회 운영,초등돌봄교실 406개교 운영
충남,4873.0,유아 독서프로그램 운영,"여름, 겨울방학과 도서관주간 등에 어린이 및 유아를 대상으로 전래, 명작 동화 인형극 공연으로 지역 어린이들에게 문화 프로그램 제공",초등돌봄교실 71개교 운영
충남,4876.0,한마음 구강건강서비스 제공,"의료 취약계층인 저소득층 아동, 다문화 가족 등을 대상으로 구강건강 서비스 제공",농산어촌지역 44개교 지원
충남,4877.0,아동이 안전한 사회,"청소년 안전체험교실 운영, 전군민 안전 보험제도 등 아동이 안심하고 생활할 수 있는 환경 조성",맞춤형 순회강사 9개교 지원
충남,4878.0,이장자녀장학금 지급,이장 자녀 중 품행이 단정한 학생을 선발 하여 장학급 지급,4명 이상 다자녀 가정의 고등학교 재학생에게 급식(중식)비 지원
충남,4879.0,장애유아 무상교육비 지원,만3~5세 유치원과정 취원 특수교육 대상 교육비 50명 지원,"학교 보건실환경개선, 실내 공기질 측정 등 환경개선비 지원"
충남,4880.0,3~5세 누리과정 교육비 지원,"유치원 및 어린이집 만3~5세아이 대한 교육비 57,848명 지원","흡연 예방교육, 금연교육 협력사업 등 학생 정신건강 지역 협력 모델 구축 지원 사업 • 보건교사 직무연수 운영"
충남,4882.0,유치원 돌봄 운영 확대,엄마품 온종일 돌봄교실 1개소 지원,좋은 부모 되기 연수 이수제 40명 운영
충남,4883.0,초등 돌봄교실 운영 확대,초등돌봄교실 406개교 운영,다양한 유아 체험프로그램 운영
충남,4887.0,초등 돌봄교실 운영 확대,초등돌봄교실 71개교 운영,출산 친화적 분위기 조성 홍보
충남,4888.0,초등 돌봄교실 운영 확대,초등돌봄교실 12개교 지원,대상별 맞춤형 인구교육 실시
충남,4889.0,초등 돌봄교실 운영 확대,초등돌봄교실 16개교 지원,각종 체험프로그램 지원
충남,4890.0,저소득층 자녀 방과후 학교 자유수강권 지원,초중고등학교 저소득층 자녀 방과후 학교 자유수강권 지원,3자녀 이상 학부모 28강좌 등록 • 3자녀 이상 학부모 수강료 면제
충남,4892.0,농산어촌 방과후학교 지원,농산어촌지역 44개교 지원,독거노인의 공동취사 및 숙박 지원으로 고독사 등을 예방(31개소 운영)
충남,4893.0,방과후학교 맞춤형 순회강사 운영,맞춤형 순회강사 9개교 지원,시니어클럽(10개소)에 대한 운영비 지원 사업단별 차등지원(150~210백만원)
충남,4894.0,다자녀가정 급식비 지원,4명 이상 다자녀 가정의 고등학교 재학생 에게 급식(중식)비 지원,경로당 프로그램 운영에 따른 기자재 구입비용 지원
충남,4896.0,학교보건교육 지원체계 강화,"흡연 예방교육, 금연교육 협력사업 등 학생 정신건강 지역 협력 모델 구축 지원 사업 • 보건교사 직무연수 운영",경로당프로그램사 운영지원(27명)
충남,4897.0,북스타트프로그램 운영 사회적 육아 지원,연령별 북스타트 및 찾아가는 북스타트 프로그램 운영,"경로당 신･증축비 및 기능보강비 지원 (208개소 7,515백만원 지원)"
충남,4898.0,좋은 부모 되기 연수 이수제운영,좋은 부모 되기 연수 이수제 40명 운영,"거점경로당 180개소 1,123백만원 지원"
충남,4899.0,유아체험 교육프로그램 운영,다양한 유아 체험프로그램 운영,"행복경로당 180개소 1,080백만원 지원"
충남,4900.0,출산친화적 사회환경 조성 홍보,출산 친화적 분위기 조성 홍보,5개소 250백만원 지원
충남,4901.0,맞춤형 출산장려 인구교육,대상별 맞춤형 인구교육 실시,5개소 5백만원 지원
충남,4902.0,"일,가족 양립화를 위한 아빠 교실 운영",각종 체험프로그램 지원,만75세 이상 생계급여 노인들의 경제적 부담을 완화하기 위해 이･미용권 지원
충남,4903.0,3자녀 이상 학부모에 대한 수강료 면제,3자녀 이상 학부모 28강좌 등록 • 3자녀 이상 학부모 수강료 면제,안정된 노후생활을 지원하기 위해 고령자에 대한 장수수당 지급
충남,4907.0,독거노인 공동생활제 운영,독거노인의 공동취사 및 숙박 지원으로 고독사 등을 예방(31개소 운영),고령자 대상으로 함께하는 음악치료를 통한 소통과 공감 웃음치료
충남,4911.0,시니어클럽 운영비 지원,시니어클럽(10개소)에 대한 운영비 지원 사업단별 차등지원(150~210백만원),"대상자: 만65세 이상 기초수급자 및 상위 계층 중 거동이 가능한 독거노인, 기타 목욕이 필요하다고 인정되는 사람 • 지원단가: 5,000원(2015년4,800원) • 지원인원: 400명(1인당/월1매/12개월)"
충남,4913.0,경로당 활성화 프로그램 보급,경로당 프로그램 전문강사 파견 및 노인 전담 지도자 활동 강화 비용지원,"등록경로당에 대한 경로당 화재보험 가입비 지원 • 지원액: 개소당/평균 40,000원 •사업량: 415개소(2015년 등록 경로당 기준)"
충남,4914.0,경로당 프로그램관리사 운영,경로당프로그램사 운영지원(27명),"이동세탁차량(1대)을 이용 가정에 정기적으로 방문하여 이불, 의류 등 이동세탁 서비스 제공"
